area;ciudad;conglomerado;panelm;vivienda;hogar;vi01;vi02;vi03a;vi03b;vi04a;vi04b;vi05a;vi05b;vi06;vi07;vi07a;vi07b;vi08;vi09;vi09a;vi09b;vi10;vi101;vi102;vi10a;vi11;vi12;vi13;vi14;vi141;vi142;vi143;vi144;vi1511;vi1521;vi1512;vi1522;vi1531;vi1541;vi1532;vi1542;vi1533;vi1543;vi1534;vi1544;vi1535;vi1545;vi1536;vi1546;eqt19a011;eqt19a021;eqt19a012;eqt19a022;eqt19a013;eqt19a023;eqt19a014;eqt19a024;eqt19a015;eqt19a025;eqt19a016;eqt19a026;vi20;estrato;fexp;upm;id_vivienda;id_hogar;periodo
1;010150;001002;068;01;1;3;1;4;2;4;2;1;2;1;1;0;1;1;1; ; ;1; ; ;1;1;1;2;1;80;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;1;3;1;3;2; ;1;2713;402,91638244211;010150001002;01015000100206801;010150001002068011;202507
1;010150;001002;068;03;1;1;2;1;1;1;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;5;200; ; ; ;1;1;2; ;2; ;2; ;2; ;1;100;2; ;2; ;1;1;2; ;2; ;1;2;1;2;1;3;1;2713;402,91638244211;010150001002;01015000100206803;010150001002068031;202507
1;010150;001002;068;05;1;1;2;2;1;2;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;250; ; ; ;1;2;2; ;2; ;2; ;2; ;1;180;2; ;2; ;1;1;2; ;2; ;1;5;1;5;1;1;1;2713;402,91638244211;010150001002;01015000100206805;010150001002068051;202507
1;010150;001002;068;06;1;1;2;2;2;2;2;1;2;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;180;1;1;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;1;2;1;2;2; ;1;2713;402,91638244211;010150001002;01015000100206806;010150001002068061;202507
1;010150;001002;068;07;1;1;3;2;2;4;2;1;2;1;0;0;2;1;1; ; ;1; ; ;2;2;1;2;1;50;2;2;1;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;1;1;1;1;2; ;2;2713;402,91638244211;010150001002;01015000100206807;010150001002068071;202507
1;010150;001002;068;08;1;3;1;4;1;2;1;3;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;250; ; ; ;1;1;2; ;2; ;2; ;2; ;1;80;2; ;2; ;1;1;2; ;2; ;1;2;1;2;1;2;1;2713;402,91638244211;010150001002;01015000100206808;010150001002068081;202507
1;010150;001002;068;09;1;1;1;4;1;2;1;1;1;9;8;0;1;1;1; ; ;1; ; ;1;1;1;2;4;250; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2; ;1;1;1;3;1;3;2; ;1;2713;402,91638244211;010150001002;01015000100206809;010150001002068091;202507
1;010150;001002;068;09;2;1;1;4;1;2;1;1;2;1;1;0;1;1;1; ; ;1; ; ;2;2;1;2;1;130;1;1;2;1;1;2; ;2; ;2; ;2; ;1;30;2; ;2; ;2; ;2; ;2; ;1;2;1;2;2; ;1;2713;402,91638244211;010150001002;01015000100206809;010150001002068092;202507
1;010150;001102;065;01;1;1;2;2;1;2;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;200;1;1;1;1;1;2; ;2; ;2; ;2; ;1;30;2; ;2; ;1;1;2; ;2; ;1;2;1;2;1;1;1;2713;343,994627254277;010150001102;01015000110206501;010150001102065011;202507
1;010150;001102;065;02;1;1;1;2;1;2;1;1;1;5;4;1;1;1;1; ; ;1; ; ;1;1;1;2;4;350; ; ; ;1;2;2; ;2; ;2; ;1;70;1;60;2; ;2; ;1;2;1;1;2; ;1;2;1;2;2; ;1;2713;343,994627254277;010150001102;01015000110206502;010150001102065021;202507
1;010150;001102;065;03;1;3;2;6;1;1;1;1;1;2;1;0;1;1;1; ; ;1; ; ;1;1;1;2;1;180;1;1;2;1;1;2; ;2; ;2; ;2; ;1;25;2; ;2; ;1;1;2; ;2; ;1;3;1;3;1;1;1;2713;343,994627254277;010150001102;01015000110206503;010150001102065031;202507
1;010150;001102;065;04;1;1;5;2;1;4;2;4;3;2;2;0;1;1;1; ; ;1; ; ;2;1;1;2;1;150;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;1;2;1;2;1;1;1;2713;343,994627254277;010150001102;01015000110206504;010150001102065041;202507
1;010150;001102;065;05;1;1;1;4;1;1;1;1;1;5;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;350; ; ; ;1;2;2; ;2; ;2; ;2; ;1;60;2; ;2; ;1;2;1;1;1;1;1;2;1;2;1;1;1;2713;343,994627254277;010150001102;01015000110206505;010150001102065051;202507
1;010150;001102;065;06;1;1;1;2;1;2;1;1;1;5;3;1;1;1;1; ; ;1; ; ;1;1;1;2;4;400; ; ; ;1;1;2; ;1;60;2; ;2; ;2; ;2; ;2; ;1;1;2; ;1;1;1;1;1;1;1;1;1;2713;343,994627254277;010150001102;01015000110206506;010150001102065061;202507
1;010150;001102;065;07;1;3;2;1;2;2;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;5;300; ; ; ;1;1;2; ;2; ;2; ;2; ;1;20;2; ;2; ;1;1;2; ;2; ;1;3;1;3;2; ;1;2713;343,994627254277;010150001102;01015000110206507;010150001102065071;202507
1;010150;001603;071;01;1;4;1;2;2;1;2;1;2;4;3;0;1;1;2; ; ;1; ; ;1;1;1;2;4;200; ; ; ;1;2;2; ;2; ;2; ;2; ;1;120;2; ;2; ;2; ;2; ;2; ;1;4;1;4;1;2;1;2713;681,914664107817;010150001603;01015000160307101;010150001603071011;202507
1;010150;001603;071;02;1;3;2;2;2;1;1;1;2;4;3;0;1;1;2; ; ;1; ; ;1;1;1;2;4;200; ; ; ;1;1;2; ;2; ;2; ;2; ;1;25;2; ;2; ;1;1;2; ;2; ;1;3;1;3;1;1;1;2713;681,914664107817;010150001603;01015000160307102;010150001603071021;202507
1;010150;001603;071;03;1;4;1;3;2;7;3;1;2;3;2;0;1;1;2; ; ;3;2;2;2;1;1;2;4;100; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;1;3;1;3;2; ;2;2713;681,914664107817;010150001603;01015000160307103;010150001603071031;202507
1;010150;001603;071;06;1;4;1;2;2;1;2;1;2;3;2;0;1;1;2; ; ;1; ; ;1;1;1;2;4;200; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;1;1;1;1;1;1;1;2;2713;681,914664107817;010150001603;01015000160307106;010150001603071061;202507
1;010150;001603;071;07;1;4;3;4;2;1;2;1;2;1;0;0;2;1;2; ; ;1; ; ;2;2;1;2;5;150; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;2; ;1;2;1;2;1;1;1;2713;681,914664107817;010150001603;01015000160307107;010150001603071071;202507
1;010150;001603;071;08;1;3;1;2;1;2;2;1;1;5;4;0;1;1;2; ; ;1; ; ;1;1;1;2;1;120;2;2;1;1;1;2; ;2; ;2; ;2; ;1;20;2; ;2; ;2; ;2; ;2; ;1;3;1;3;2; ;1;2713;681,914664107817;010150001603;01015000160307108;010150001603071081;202507
1;010150;001603;071;09;1;4;1;2;2;4;2;3;2;4;3;0;1;1;2; ; ;1; ; ;2;1;1;2;5;150; ; ; ;1;1;2; ;2; ;2; ;2; ;1;80;2; ;2; ;2; ;2; ;2; ;1;1;1;1;2; ;2;2713;681,914664107817;010150001603;01015000160307109;010150001603071091;202507
1;010150;002001;071;01;1;1;1;2;2;2;2;1;2;5;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;200; ; ; ;1;1;2; ;2; ;2; ;2; ;1;90;2; ;2; ;1;1;2; ;1;1;1;2;1;2;1;1;1;2713;902,644995567419;010150002001;01015000200107101;010150002001071011;202507
1;010150;002001;071;02;1;3;1;4;1;1;2;1;2;6;4;0;1;1;2; ; ;1; ; ;1;1;1;2;4;200; ; ; ;1;1;2; ;2; ;2; ;2; ;1;50;2; ;2; ;1;1;2; ;2; ;1;2;1;2;1;1;1;2713;902,644995567419;010150002001;01015000200107102;010150002001071021;202507
1;010150;002001;071;04;1;1;2;2;1;1;2;1;2;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;220; ; ; ;1;1;2; ;2; ;2; ;2; ;1;50;2; ;2; ;1;1;2; ;2; ;1;2;1;2;1;1;1;2713;902,644995567419;010150002001;01015000200107104;010150002001071041;202507
1;010150;002001;071;05;1;1;1;4;2;2;2;1;2;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;150; ; ; ;1;1;2; ;2; ;2; ;2; ;1;50;2; ;2; ;1;1;2; ;1;1;1;3;1;3;1;1;1;2713;902,644995567419;010150002001;01015000200107105;010150002001071051;202507
1;010150;002001;071;06;1;3;1;2;1;2;2;1;2;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;3;200; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2; ;1;1;1;1;1;1;2; ;1;2713;902,644995567419;010150002001;01015000200107106;010150002001071061;202507
1;010150;002001;071;07;1;1;2;4;2;1;2;3;1;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;6;200; ; ; ;1;1;2; ;2; ;2; ;2; ;1;70;2; ;2; ;1;1;2; ;2; ;1;7;1;7;1;1;1;2713;902,644995567419;010150002001;01015000200107107;010150002001071071;202507
1;010150;002001;071;08;1;1;1;2;2;2;1;3;1;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;4;200; ; ; ;1;1;2; ;1;80;2; ;2; ;2; ;2; ;2; ;1;1;2; ;2; ;1;2;1;2;1;2;1;2713;902,644995567419;010150002001;01015000200107108;010150002001071081;202507
1;010150;003101;071;01;1;1;2;1;1;2;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;5;180; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2; ;2; ;1;2;1;2;2; ;1;2712;70,7606691390409;010150003101;01015000310107101;010150003101071011;202507
1;010150;003101;071;02;1;1;2;2;1;2;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;180;1;1;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2; ;2; ;1;1;1;1;1;1;1;2712;70,7606691390409;010150003101;01015000310107102;010150003101071021;202507
1;010150;003101;071;03;1;1;2;1;1;1;1;1;1;3;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;200;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;1;5;1;5;1;1;2;2712;70,7606691390409;010150003101;01015000310107103;010150003101071031;202507
1;010150;003101;071;04;1;1;1;2;1;2;1;1;1;5;3;0;1;1;1; ; ;1; ; ;1;1;1;2;5;400; ; ; ;1;1;2; ;2; ;2; ;2; ;1;70;2; ;2; ;1;1;2; ;2; ;1;1;1;1;2; ;1;2712;70,7606691390409;010150003101;01015000310107104;010150003101071041;202507
1;010150;003101;071;06;1;1;1;4;1;2;1;1;1;6;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;350;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2; ;2; ;1;2;1;2;1;1;1;2712;70,7606691390409;010150003101;01015000310107106;010150003101071061;202507
1;010150;003101;071;07;1;1;1;2;1;1;1;1;1;6;2;0;1;1;1; ; ;1; ; ;1;1;1;2;4;300; ; ; ;1;1;2; ;2; ;2; ;2; ;1;20;2; ;2; ;1;1;1;1;1;1;1;2;1;2;1;2;1;2712;70,7606691390409;010150003101;01015000310107107;010150003101071071;202507
1;010150;003101;071;08;1;1;1;2;2;2;1;1;1;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;4;350; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;1;1;1;1;1;1;1;2712;70,7606691390409;010150003101;01015000310107108;010150003101071081;202507
1;010150;003902;068;02;1;1;1;4;3;1;2;1;2;4;2;0;1;1;1; ; ;1; ; ;1;1;1;2;4;150; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;1;1;1;2; ;2; ;2;2712;35,4351805866297;010150003902;01015000390206802;010150003902068021;202507
1;010150;003902;068;03;1;1;2;4;1;1;2;1;1;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;1;300;2;2;2;1;1;2; ;2; ;2; ;1;40;2; ;2; ;2; ;1;1;2; ;2; ;1;5;1;5;2; ;1;2712;35,4351805866297;010150003902;01015000390206803;010150003902068031;202507
1;010150;003902;068;04;1;1;1;4;2;1;2;1;2;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;5;200; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;1;4;1;4;1;1;1;2712;35,4351805866297;010150003902;01015000390206804;010150003902068041;202507
1;010150;003902;068;06;1;1;1;2;2;2;2;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;300;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2; ;2; ;1;3;1;3;2; ;1;2712;35,4351805866297;010150003902;01015000390206806;010150003902068061;202507
1;010150;004002;068;03;1;3;1;2;2;2;2;1;2;7;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;250; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2; ;1;1;1;2;1;2;1;1;1;2712;182,455534422649;010150004002;01015000400206803;010150004002068031;202507
1;010150;004002;068;05;1;3;1;2;3;2;2;1;2;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;200;1;1;1;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;1;3;1;3;2; ;1;2712;182,455534422649;010150004002;01015000400206805;010150004002068051;202507
1;010150;004002;068;06;1;3;2;6;1;1;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;150; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;1;1;1;1;1;1;1;1;2712;182,455534422649;010150004002;01015000400206806;010150004002068061;202507
1;010150;004002;068;08;1;3;1;2;2;2;2;1;1;6;5;1;1;1;1; ; ;1; ; ;1;1;1;2;4;250; ; ; ;1;1;2; ;2; ;2; ;2; ;1;40;2; ;2; ;1;1;1;1;2; ;1;4;1;4;2; ;1;2712;182,455534422649;010150004002;01015000400206808;010150004002068081;202507
1;010150;004002;068;10;1;3;2;1;1;2;2;1;2;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;5;200; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;1;3;1;3;1;1;1;2712;182,455534422649;010150004002;01015000400206810;010150004002068101;202507
1;010150;004302;068;01;1;1;2;3;2;4;2;1;2;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;190; ; ; ;1;1;2; ;2; ;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;1;2;1;2;1;1;1;2713;138,353435766987;010150004302;01015000430206801;010150004302068011;202507
1;010150;004302;068;04;1;1;3;3;2;4;2;1;2;1;0;0;2;1;1; ; ;1; ; ;2;2;1;2;1;10;1;1;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;1;1;1;1;2; ;1;2713;138,353435766987;010150004302;01015000430206804;010150004302068041;202507
1;010150;004302;068;05;1;1;1;2;2;1;2;1;2;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;1;250;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;1;1;2;1;2;1;1;1;2713;138,353435766987;010150004302;01015000430206805;010150004302068051;202507
1;010150;004302;068;07;1;1;2;2;2;2;2;1;2;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;175;1;1;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;1;1;1;1;2; ;1;2713;138,353435766987;010150004302;01015000430206807;010150004302068071;202507
1;010150;004302;068;08;1;1;1;2;2;1;2;1;2;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;200;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;1;2;1;2;2; ;1;2713;138,353435766987;010150004302;01015000430206808;010150004302068081;202507
1;010150;004302;068;09;1;1;2;2;1;1;1;1;2;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;5;240; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;1;1;1;1;1;1;1;1;2713;138,353435766987;010150004302;01015000430206809;010150004302068091;202507
1;010150;004302;068;10;1;1;2;1;1;1;2;1;2;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;200;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2; ;2; ;1;2;1;2;1;1;1;2713;138,353435766987;010150004302;01015000430206810;010150004302068101;202507
1;010150;007701;054;01;1;1;1;2;1;2;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;200;2;2;2;1;1;2; ;2; ;2; ;2; ;1;100;2; ;2; ;1;1;2; ;2; ;1;3;1;3;2; ;1;2711;148,704284645365;010150007701;01015000770105401;010150007701054011;202507
1;010150;007701;054;02;1;1;1;4;2;1;1;1;1;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;4;300; ; ; ;1;1;2; ;2; ;2; ;2; ;1;60;2; ;2; ;1;1;1;1;2; ;1;2;1;2;1;2;1;2711;148,704284645365;010150007701;01015000770105402;010150007701054021;202507
1;010150;007701;054;03;1;1;1;2;1;1;1;1;1;7;5;0;1;1;1; ; ;1; ; ;1;1;1;2;4;500; ; ; ;1;2;2; ;2; ;2; ;2; ;1;200;2; ;2; ;1;2;1;2;1;1;1;5;1;5;1;2;1;2711;148,704284645365;010150007701;01015000770105403;010150007701054031;202507
1;010150;007701;054;04;1;1;1;4;1;1;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;400; ; ; ;1;2;2; ;2; ;2; ;2; ;1;80;2; ;2; ;1;1;2; ;2; ;1;2;1;2;2; ;1;2711;148,704284645365;010150007701;01015000770105404;010150007701054041;202507
1;010150;007701;054;05;1;1;1;4;1;2;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;300;2;2;1;1;1;2; ;2; ;2; ;2; ;1;40;2; ;2; ;2; ;2; ;2; ;1;2;1;2;2; ;1;2711;148,704284645365;010150007701;01015000770105405;010150007701054051;202507
1;010150;007701;054;06;1;1;1;4;2;2;1;1;1;5;3;0;1;1;1; ; ;1; ; ;1;1;1;2;5;300; ; ; ;1;1;2; ;2; ;2; ;2; ;1;60;2; ;2; ;1;1;2; ;2; ;1;3;1;3;2; ;1;2711;148,704284645365;010150007701;01015000770105406;010150007701054061;202507
1;010150;007701;054;07;1;1;1;2;1;2;1;1;1;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;4;300; ; ; ;1;1;1;1;2; ;2; ;2; ;1;80;2; ;2; ;1;1;1;1;1;1;1;5;1;5;1;1;1;2711;148,704284645365;010150007701;01015000770105407;010150007701054071;202507
1;010150;007704;068;01;1;1;1;2;3;1;2;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;250; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;1;2; ;2; ;2; ;2;2711;25,2632247956991;010150007704;01015000770406801;010150007704068011;202507
1;010150;007704;068;02;1;1;1;2;1;2;1;1;1;5;3;0;1;1;1; ; ;1; ; ;1;1;1;2;3;350; ; ; ;1;1;1;2;2; ;2; ;2; ;1;100;2; ;2; ;1;3;1;1;2; ;1;4;1;4;1;2;1;2711;25,2632247956991;010150007704;01015000770406802;010150007704068021;202507
1;010150;007704;068;03;1;1;1;2;2;2;1;1;1;5;4;1;1;1;1; ; ;1; ; ;1;1;1;2;4;500; ; ; ;1;1;2; ;2; ;2; ;2; ;1;50;2; ;2; ;1;2;2; ;1;1;1;5;1;5;1;1;1;2711;25,2632247956991;010150007704;01015000770406803;010150007704068031;202507
1;010150;007704;068;04;1;1;1;2;1;1;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;5;250; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;1;2;1;1;2; ;1;2711;25,2632247956991;010150007704;01015000770406804;010150007704068041;202507
1;010150;007704;068;05;1;1;1;4;1;1;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;4;400; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;1;2; ;1;2;1;2;2; ;1;2711;25,2632247956991;010150007704;01015000770406805;010150007704068051;202507
1;010150;007704;068;06;1;1;1;2;1;1;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;4;300; ; ; ;1;1;2; ;2; ;2; ;2; ;1;50;2; ;2; ;1;1;2; ;1;1;1;2;1;1;2; ;1;2711;25,2632247956991;010150007704;01015000770406806;010150007704068061;202507
1;010150;007704;068;07;1;1;1;4;2;4;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;5;300; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;2;2; ;1;3;1;3;2; ;1;2711;25,2632247956991;010150007704;01015000770406807;010150007704068071;202507
1;010150;007804;065;01;1;1;2;6;1;2;1;1;3;2;1;0;1;1;1; ; ;1; ; ;1;1;1;2;6;150; ; ; ;1;1;2; ;2; ;2; ;2; ;1;40;2; ;2; ;1;2;2; ;1;1;1;3;1;3;1;1;1;2712;21,6172783563063;010150007804;01015000780406501;010150007804065011;202507
1;010150;007804;065;02;1;1;2;4;1;4;1;3;1;5;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;190;2;2;2;1;1;2; ;2; ;2; ;2; ;1;50;2; ;2; ;1;2;2; ;1;1;1;3;1;3;1;1;1;2712;21,6172783563063;010150007804;01015000780406502;010150007804065021;202507
1;010150;007804;065;03;1;1;2;4;3;4;2;3;2;4;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;240;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2; ;1;1;1;2;1;2;2; ;1;2712;21,6172783563063;010150007804;01015000780406503;010150007804065031;202507
1;010150;007804;065;04;1;1;2;4;1;1;1;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;300;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3;1;2;2; ;1;6;1;6;1;2;1;2712;21,6172783563063;010150007804;01015000780406504;010150007804065041;202507
1;010150;007804;065;05;1;1;2;1;1;1;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;250;1;1;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2; ;2; ;1;2;1;2;2; ;1;2712;21,6172783563063;010150007804;01015000780406505;010150007804065051;202507
1;010150;007804;065;07;1;1;2;4;1;1;1;3;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;168;1;2;2;1;3;2; ;2; ;2; ;2; ;1;120;2; ;2; ;1;2;2; ;2; ;1;3;1;3;1;1;1;2712;21,6172783563063;010150007804;01015000780406507;010150007804065071;202507
1;010150;007804;065;08;1;1;2;4;2;2;2;3;2;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;300;1;1;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2; ;2; ;1;3;1;3;2; ;1;2712;21,6172783563063;010150007804;01015000780406508;010150007804065081;202507
1;010150;009703;068;01;1;1;1;3;2;2;1;3;2;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;4;200; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;1;1;3;1;3;1;1;1;2713;144,022236344669;010150009703;01015000970306801;010150009703068011;202507
1;010150;009703;068;03;1;1;1;4;2;1;2;1;2;5;4;0;1;1;1; ; ;1; ; ;1;1;1;2;4;200; ; ; ;1;1;2; ;2; ;2; ;2; ;1;65;2; ;2; ;2; ;2; ;2; ;1;2;1;2;1;1;1;2713;144,022236344669;010150009703;01015000970306803;010150009703068031;202507
1;010150;009703;068;04;1;1;4;3;2;4;3;1;2;1;1;0;1;1;1; ; ;1; ; ;1;1;1;2;5;100; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;1;1;1;1;2; ;1;2713;144,022236344669;010150009703;01015000970306804;010150009703068041;202507
1;010150;009703;068;08;1;1;1;2;1;1;1;1;1;3;2;1;1;1;1; ; ;1; ; ;1;1;1;2;5;200; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;1;2; ;1;2;1;2;1;1;1;2713;144,022236344669;010150009703;01015000970306808;010150009703068081;202507
1;010150;009703;068;10;1;3;1;3;1;1;1;1;1;6;5;0;1;1;1; ; ;1; ; ;1;1;1;2;4;250; ; ; ;1;1;1;1;2; ;2; ;2; ;1;90;2; ;2; ;1;1;2; ;2; ;1;3;1;3;1;1;1;2713;144,022236344669;010150009703;01015000970306810;010150009703068101;202507
1;010150;010301;065;01;1;1;2;4;2;1;1;1;2;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;225;2;2;2;1;1;2; ;2; ;2; ;2; ;1;30;2; ;2; ;1;1;2; ;2; ;1;2;1;2;1;1;1;2711;245,796062684492;010150010301;01015001030106501;010150010301065011;202507
1;010150;010301;065;02;1;1;2;2;2;2;2;1;2;2;1;0;1;1;1; ; ;1; ; ;1;1;1;2;1;160;1;1;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2; ;2; ;1;1;1;1;2; ;1;2711;245,796062684492;010150010301;01015001030106502;010150010301065021;202507
1;010150;010301;065;03;1;1;1;2;1;1;2;1;2;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;280;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2; ;2; ;1;3;1;3;2; ;1;2711;245,796062684492;010150010301;01015001030106503;010150010301065031;202507
1;010150;010301;065;04;1;1;2;1;2;2;2;1;2;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;300;2;2;2;1;1;2; ;2; ;2; ;2; ;1;40;2; ;2; ;1;1;1;1;2; ;1;3;1;3;1;1;1;2711;245,796062684492;010150010301;01015001030106504;010150010301065041;202507
1;010150;010301;065;05;1;1;2;1;2;2;2;1;1;4;3;0;1;1;1; ; ;1; ; ;1;1;1;2;1;300;2;2;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;2; ;1;1;1;1;1;1;1;2711;245,796062684492;010150010301;01015001030106505;010150010301065051;202507
1;010150;010301;065;06;1;1;2;1;1;2;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;1;250;2;2;2;1;1;2; ;2; ;2; ;2; ;1;70;2; ;2; ;1;1;1;1;2; ;1;2;1;2;1;1;1;2711;245,796062684492;010150010301;01015001030106506;010150010301065061;202507
1;010150;010301;065;07;1;1;2;1;2;1;1;1;1;3;2;0;1;1;1; ; ;1; ; ;1;1;1;2;5;180; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2; ;2; ;1;1;1;1;2; ;1;2711;245,796062684492;010150010301;01015001030106507;010150010301065071;202507
